#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  9300    0.24021E-02    0.64638E-04    0.30082E-12    0.64638E-04    0.61377E-05    0.33025E-15    0.30082E-12    0.33025E-15    0.35670E-18
  9301    0.24009E-02    0.64585E-04    0.30067E-12    0.64585E-04    0.61322E-05    0.32997E-15    0.30067E-12    0.32997E-15    0.35649E-18
  9302    0.23997E-02    0.64532E-04    0.30052E-12    0.64532E-04    0.61267E-05    0.32970E-15    0.30052E-12    0.32970E-15    0.35627E-18
  9303    0.23984E-02    0.64479E-04    0.30037E-12    0.64479E-04    0.61213E-05    0.32942E-15    0.30037E-12    0.32942E-15    0.35606E-18
  9304    0.23972E-02    0.64425E-04    0.30021E-12    0.64425E-04    0.61158E-05    0.32914E-15    0.30021E-12    0.32914E-15    0.35584E-18
  9305    0.23960E-02    0.64372E-04    0.30006E-12    0.64372E-04    0.61103E-05    0.32887E-15    0.30006E-12    0.32887E-15    0.35563E-18
  9306    0.23948E-02    0.64318E-04    0.29991E-12    0.64318E-04    0.61047E-05    0.32859E-15    0.29991E-12    0.32859E-15    0.35541E-18
  9307    0.23936E-02    0.64265E-04    0.29976E-12    0.64265E-04    0.60992E-05    0.32831E-15    0.29976E-12    0.32831E-15    0.35520E-18
  9308    0.23923E-02    0.64211E-04    0.29960E-12    0.64211E-04    0.60936E-05    0.32803E-15    0.29960E-12    0.32803E-15    0.35499E-18
  9309    0.23911E-02    0.64157E-04    0.29945E-12    0.64157E-04    0.60881E-05    0.32776E-15    0.29945E-12    0.32776E-15    0.35477E-18
  9310    0.23899E-02    0.64103E-04    0.29930E-12    0.64103E-04    0.60825E-05    0.32748E-15    0.29930E-12    0.32748E-15    0.35456E-18
  9311    0.23887E-02    0.64049E-04    0.29915E-12    0.64049E-04    0.60769E-05    0.32720E-15    0.29915E-12    0.32720E-15    0.35435E-18
  9312    0.23875E-02    0.63995E-04    0.29900E-12    0.63995E-04    0.60713E-05    0.32692E-15    0.29900E-12    0.32692E-15    0.35413E-18
  9313    0.23862E-02    0.63941E-04    0.29884E-12    0.63941E-04    0.60657E-05    0.32664E-15    0.29884E-12    0.32664E-15    0.35392E-18
  9314    0.23850E-02    0.63887E-04    0.29869E-12    0.63887E-04    0.60601E-05    0.32636E-15    0.29869E-12    0.32636E-15    0.35371E-18
  9315    0.23838E-02    0.63832E-04    0.29854E-12    0.63832E-04    0.60545E-05    0.32608E-15    0.29854E-12    0.32608E-15    0.35349E-18
  9316    0.23826E-02    0.63778E-04    0.29839E-12    0.63778E-04    0.60489E-05    0.32580E-15    0.29839E-12    0.32580E-15    0.35328E-18
  9317    0.23813E-02    0.63723E-04    0.29824E-12    0.63723E-04    0.60432E-05    0.32551E-15    0.29824E-12    0.32551E-15    0.35307E-18
  9318    0.23801E-02    0.63668E-04    0.29809E-12    0.63668E-04    0.60375E-05    0.32523E-15    0.29809E-12    0.32523E-15    0.35286E-18
  9319    0.23789E-02    0.63614E-04    0.29793E-12    0.63614E-04    0.60319E-05    0.32495E-15    0.29793E-12    0.32495E-15    0.35264E-18
  9320    0.23777E-02    0.63559E-04    0.29778E-12    0.63559E-04    0.60262E-05    0.32467E-15    0.29778E-12    0.32467E-15    0.35243E-18
  9321    0.23764E-02    0.63504E-04    0.29763E-12    0.63504E-04    0.60205E-05    0.32438E-15    0.29763E-12    0.32438E-15    0.35222E-18
  9322    0.23752E-02    0.63449E-04    0.29748E-12    0.63449E-04    0.60148E-05    0.32410E-15    0.29748E-12    0.32410E-15    0.35201E-18
  9323    0.23740E-02    0.63394E-04    0.29733E-12    0.63394E-04    0.60090E-05    0.32382E-15    0.29733E-12    0.32382E-15    0.35179E-18
  9324    0.23728E-02    0.63339E-04    0.29718E-12    0.63339E-04    0.60033E-05    0.32353E-15    0.29718E-12    0.32353E-15    0.35158E-18
  9325    0.23715E-02    0.63283E-04    0.29703E-12    0.63283E-04    0.59976E-05    0.32325E-15    0.29703E-12    0.32325E-15    0.35137E-18
  9326    0.23703E-02    0.63228E-04    0.29688E-12    0.63228E-04    0.59918E-05    0.32296E-15    0.29688E-12    0.32296E-15    0.35116E-18
  9327    0.23691E-02    0.63172E-04    0.29672E-12    0.63172E-04    0.59860E-05    0.32268E-15    0.29672E-12    0.32268E-15    0.35095E-18
  9328    0.23679E-02    0.63117E-04    0.29657E-12    0.63117E-04    0.59803E-05    0.32239E-15    0.29657E-12    0.32239E-15    0.35073E-18
  9329    0.23666E-02    0.63061E-04    0.29642E-12    0.63061E-04    0.59745E-05    0.32211E-15    0.29642E-12    0.32211E-15    0.35052E-18
  9330    0.23654E-02    0.63005E-04    0.29627E-12    0.63005E-04    0.59687E-05    0.32182E-15    0.29627E-12    0.32182E-15    0.35031E-18
  9331    0.23642E-02    0.62950E-04    0.29612E-12    0.62950E-04    0.59629E-05    0.32153E-15    0.29612E-12    0.32153E-15    0.35010E-18
  9332    0.23630E-02    0.62894E-04    0.29597E-12    0.62894E-04    0.59570E-05    0.32125E-15    0.29597E-12    0.32125E-15    0.34989E-18
  9333    0.23617E-02    0.62838E-04    0.29582E-12    0.62838E-04    0.59512E-05    0.32096E-15    0.29582E-12    0.32096E-15    0.34968E-18
  9334    0.23605E-02    0.62782E-04    0.29567E-12    0.62782E-04    0.59454E-05    0.32067E-15    0.29567E-12    0.32067E-15    0.34947E-18
  9335    0.23593E-02    0.62725E-04    0.29552E-12    0.62725E-04    0.59395E-05    0.32038E-15    0.29552E-12    0.32038E-15    0.34926E-18
  9336    0.23581E-02    0.62669E-04    0.29537E-12    0.62669E-04    0.59336E-05    0.32010E-15    0.29537E-12    0.32010E-15    0.34905E-18
  9337    0.23568E-02    0.62613E-04    0.29522E-12    0.62613E-04    0.59277E-05    0.31981E-15    0.29522E-12    0.31981E-15    0.34884E-18
  9338    0.23556E-02    0.62556E-04    0.29507E-12    0.62556E-04    0.59218E-05    0.31952E-15    0.29507E-12    0.31952E-15    0.34863E-18
  9339    0.23544E-02    0.62500E-04    0.29492E-12    0.62500E-04    0.59159E-05    0.31923E-15    0.29492E-12    0.31923E-15    0.34842E-18
  9340    0.23531E-02    0.62443E-04    0.29477E-12    0.62443E-04    0.59100E-05    0.31894E-15    0.29477E-12    0.31894E-15    0.34821E-18
  9341    0.23519E-02    0.62386E-04    0.29462E-12    0.62386E-04    0.59041E-05    0.31865E-15    0.29462E-12    0.31865E-15    0.34800E-18
  9342    0.23507E-02    0.62329E-04    0.29447E-12    0.62329E-04    0.58982E-05    0.31836E-15    0.29447E-12    0.31836E-15    0.34779E-18
  9343    0.23495E-02    0.62272E-04    0.29432E-12    0.62272E-04    0.58922E-05    0.31807E-15    0.29432E-12    0.31807E-15    0.34758E-18
  9344    0.23482E-02    0.62215E-04    0.29417E-12    0.62215E-04    0.58863E-05    0.31778E-15    0.29417E-12    0.31778E-15    0.34737E-18
  9345    0.23470E-02    0.62158E-04    0.29402E-12    0.62158E-04    0.58803E-05    0.31749E-15    0.29402E-12    0.31749E-15    0.34716E-18
  9346    0.23458E-02    0.62101E-04    0.29387E-12    0.62101E-04    0.58743E-05    0.31719E-15    0.29387E-12    0.31719E-15    0.34695E-18
  9347    0.23445E-02    0.62044E-04    0.29372E-12    0.62044E-04    0.58683E-05    0.31690E-15    0.29372E-12    0.31690E-15    0.34674E-18
  9348    0.23433E-02    0.61987E-04    0.29357E-12    0.61987E-04    0.58623E-05    0.31661E-15    0.29357E-12    0.31661E-15    0.34653E-18
  9349    0.23421E-02    0.61929E-04    0.29342E-12    0.61929E-04    0.58563E-05    0.31632E-15    0.29342E-12    0.31632E-15    0.34632E-18
  9350    0.23409E-02    0.61872E-04    0.29327E-12    0.61872E-04    0.58503E-05    0.31602E-15    0.29327E-12    0.31602E-15    0.34611E-18
  9351    0.23396E-02    0.61814E-04    0.29312E-12    0.61814E-04    0.58442E-05    0.31573E-15    0.29312E-12    0.31573E-15    0.34590E-18
  9352    0.23384E-02    0.61756E-04    0.29297E-12    0.61756E-04    0.58382E-05    0.31543E-15    0.29297E-12    0.31543E-15    0.34569E-18
  9353    0.23372E-02    0.61698E-04    0.29282E-12    0.61698E-04    0.58321E-05    0.31514E-15    0.29282E-12    0.31514E-15    0.34548E-18
  9354    0.23359E-02    0.61640E-04    0.29267E-12    0.61640E-04    0.58260E-05    0.31485E-15    0.29267E-12    0.31485E-15    0.34527E-18
  9355    0.23347E-02    0.61583E-04    0.29252E-12    0.61583E-04    0.58200E-05    0.31455E-15    0.29252E-12    0.31455E-15    0.34507E-18
  9356    0.23335E-02    0.61524E-04    0.29237E-12    0.61524E-04    0.58139E-05    0.31425E-15    0.29237E-12    0.31425E-15    0.34486E-18
  9357    0.23323E-02    0.61466E-04    0.29222E-12    0.61466E-04    0.58078E-05    0.31396E-15    0.29222E-12    0.31396E-15    0.34465E-18
  9358    0.23310E-02    0.61408E-04    0.29207E-12    0.61408E-04    0.58016E-05    0.31366E-15    0.29207E-12    0.31366E-15    0.34444E-18
  9359    0.23298E-02    0.61350E-04    0.29192E-12    0.61350E-04    0.57955E-05    0.31337E-15    0.29192E-12    0.31337E-15    0.34423E-18
  9360    0.23286E-02    0.61291E-04    0.29177E-12    0.61291E-04    0.57894E-05    0.31307E-15    0.29177E-12    0.31307E-15    0.34402E-18
  9361    0.23273E-02    0.61233E-04    0.29162E-12    0.61233E-04    0.57832E-05    0.31277E-15    0.29162E-12    0.31277E-15    0.34382E-18
  9362    0.23261E-02    0.61174E-04    0.29147E-12    0.61174E-04    0.57771E-05    0.31248E-15    0.29147E-12    0.31248E-15    0.34361E-18
  9363    0.23249E-02    0.61116E-04    0.29132E-12    0.61116E-04    0.57709E-05    0.31218E-15    0.29132E-12    0.31218E-15    0.34340E-18
  9364    0.23236E-02    0.61057E-04    0.29118E-12    0.61057E-04    0.57647E-05    0.31188E-15    0.29118E-12    0.31188E-15    0.34319E-18
  9365    0.23224E-02    0.60998E-04    0.29103E-12    0.60998E-04    0.57585E-05    0.31158E-15    0.29103E-12    0.31158E-15    0.34299E-18
  9366    0.23212E-02    0.60939E-04    0.29088E-12    0.60939E-04    0.57523E-05    0.31128E-15    0.29088E-12    0.31128E-15    0.34278E-18
  9367    0.23199E-02    0.60880E-04    0.29073E-12    0.60880E-04    0.57461E-05    0.31098E-15    0.29073E-12    0.31098E-15    0.34257E-18
  9368    0.23187E-02    0.60821E-04    0.29058E-12    0.60821E-04    0.57399E-05    0.31068E-15    0.29058E-12    0.31068E-15    0.34236E-18
  9369    0.23175E-02    0.60762E-04    0.29043E-12    0.60762E-04    0.57336E-05    0.31038E-15    0.29043E-12    0.31038E-15    0.34216E-18
  9370    0.23162E-02    0.60702E-04    0.29028E-12    0.60702E-04    0.57274E-05    0.31008E-15    0.29028E-12    0.31008E-15    0.34195E-18
  9371    0.23150E-02    0.60643E-04    0.29013E-12    0.60643E-04    0.57211E-05    0.30978E-15    0.29013E-12    0.30978E-15    0.34174E-18
  9372    0.23138E-02    0.60584E-04    0.28999E-12    0.60584E-04    0.57149E-05    0.30948E-15    0.28999E-12    0.30948E-15    0.34154E-18
  9373    0.23125E-02    0.60524E-04    0.28984E-12    0.60524E-04    0.57086E-05    0.30918E-15    0.28984E-12    0.30918E-15    0.34133E-18
  9374    0.23113E-02    0.60465E-04    0.28969E-12    0.60465E-04    0.57023E-05    0.30888E-15    0.28969E-12    0.30888E-15    0.34112E-18
  9375    0.23101E-02    0.60405E-04    0.28954E-12    0.60405E-04    0.56960E-05    0.30858E-15    0.28954E-12    0.30858E-15    0.34092E-18
  9376    0.23088E-02    0.60345E-04    0.28939E-12    0.60345E-04    0.56897E-05    0.30827E-15    0.28939E-12    0.30827E-15    0.34071E-18
  9377    0.23076E-02    0.60285E-04    0.28924E-12    0.60285E-04    0.56834E-05    0.30797E-15    0.28924E-12    0.30797E-15    0.34050E-18
  9378    0.23064E-02    0.60225E-04    0.28910E-12    0.60225E-04    0.56770E-05    0.30767E-15    0.28910E-12    0.30767E-15    0.34030E-18
  9379    0.23051E-02    0.60165E-04    0.28895E-12    0.60165E-04    0.56707E-05    0.30737E-15    0.28895E-12    0.30737E-15    0.34009E-18
  9380    0.23039E-02    0.60105E-04    0.28880E-12    0.60105E-04    0.56644E-05    0.30706E-15    0.28880E-12    0.30706E-15    0.33988E-18
  9381    0.23027E-02    0.60045E-04    0.28865E-12    0.60045E-04    0.56580E-05    0.30676E-15    0.28865E-12    0.30676E-15    0.33968E-18
  9382    0.23014E-02    0.59985E-04    0.28850E-12    0.59985E-04    0.56516E-05    0.30645E-15    0.28850E-12    0.30645E-15    0.33947E-18
  9383    0.23002E-02    0.59924E-04    0.28836E-12    0.59924E-04    0.56452E-05    0.30615E-15    0.28836E-12    0.30615E-15    0.33927E-18
  9384    0.22990E-02    0.59864E-04    0.28821E-12    0.59864E-04    0.56388E-05    0.30585E-15    0.28821E-12    0.30585E-15    0.33906E-18
  9385    0.22977E-02    0.59803E-04    0.28806E-12    0.59803E-04    0.56324E-05    0.30554E-15    0.28806E-12    0.30554E-15    0.33886E-18
  9386    0.22965E-02    0.59743E-04    0.28791E-12    0.59743E-04    0.56260E-05    0.30523E-15    0.28791E-12    0.30523E-15    0.33865E-18
  9387    0.22953E-02    0.59682E-04    0.28776E-12    0.59682E-04    0.56196E-05    0.30493E-15    0.28776E-12    0.30493E-15    0.33845E-18
  9388    0.22940E-02    0.59621E-04    0.28762E-12    0.59621E-04    0.56131E-05    0.30462E-15    0.28762E-12    0.30462E-15    0.33824E-18
  9389    0.22928E-02    0.59560E-04    0.28747E-12    0.59560E-04    0.56067E-05    0.30432E-15    0.28747E-12    0.30432E-15    0.33804E-18
  9390    0.22916E-02    0.59499E-04    0.28732E-12    0.59499E-04    0.56002E-05    0.30401E-15    0.28732E-12    0.30401E-15    0.33783E-18
  9391    0.22903E-02    0.59438E-04    0.28717E-12    0.59438E-04    0.55938E-05    0.30370E-15    0.28717E-12    0.30370E-15    0.33763E-18
  9392    0.22891E-02    0.59377E-04    0.28703E-12    0.59377E-04    0.55873E-05    0.30339E-15    0.28703E-12    0.30339E-15    0.33742E-18
  9393    0.22878E-02    0.59316E-04    0.28688E-12    0.59316E-04    0.55808E-05    0.30309E-15    0.28688E-12    0.30309E-15    0.33722E-18
  9394    0.22866E-02    0.59255E-04    0.28673E-12    0.59255E-04    0.55743E-05    0.30278E-15    0.28673E-12    0.30278E-15    0.33701E-18
  9395    0.22854E-02    0.59193E-04    0.28658E-12    0.59193E-04    0.55678E-05    0.30247E-15    0.28658E-12    0.30247E-15    0.33681E-18
  9396    0.22841E-02    0.59132E-04    0.28644E-12    0.59132E-04    0.55613E-05    0.30216E-15    0.28644E-12    0.30216E-15    0.33660E-18
  9397    0.22829E-02    0.59070E-04    0.28629E-12    0.59070E-04    0.55547E-05    0.30185E-15    0.28629E-12    0.30185E-15    0.33640E-18
  9398    0.22817E-02    0.59009E-04    0.28614E-12    0.59009E-04    0.55482E-05    0.30154E-15    0.28614E-12    0.30154E-15    0.33619E-18
  9399    0.22804E-02    0.58947E-04    0.28599E-12    0.58947E-04    0.55417E-05    0.30123E-15    0.28599E-12    0.30123E-15    0.33599E-18
  9400    0.22792E-02    0.58885E-04    0.28585E-12    0.58885E-04    0.55351E-05    0.30092E-15    0.28585E-12    0.30092E-15    0.33579E-18
  9401    0.22779E-02    0.58824E-04    0.28570E-12    0.58824E-04    0.55285E-05    0.30061E-15    0.28570E-12    0.30061E-15    0.33558E-18
  9402    0.22767E-02    0.58762E-04    0.28555E-12    0.58762E-04    0.55219E-05    0.30030E-15    0.28555E-12    0.30030E-15    0.33538E-18
  9403    0.22755E-02    0.58700E-04    0.28541E-12    0.58700E-04    0.55154E-05    0.29999E-15    0.28541E-12    0.29999E-15    0.33518E-18
  9404    0.22742E-02    0.58638E-04    0.28526E-12    0.58638E-04    0.55087E-05    0.29968E-15    0.28526E-12    0.29968E-15    0.33497E-18
  9405    0.22730E-02    0.58575E-04    0.28511E-12    0.58575E-04    0.55021E-05    0.29937E-15    0.28511E-12    0.29937E-15    0.33477E-18
  9406    0.22718E-02    0.58513E-04    0.28497E-12    0.58513E-04    0.54955E-05    0.29905E-15    0.28497E-12    0.29905E-15    0.33456E-18
  9407    0.22705E-02    0.58451E-04    0.28482E-12    0.58451E-04    0.54889E-05    0.29874E-15    0.28482E-12    0.29874E-15    0.33436E-18
  9408    0.22693E-02    0.58388E-04    0.28467E-12    0.58388E-04    0.54822E-05    0.29843E-15    0.28467E-12    0.29843E-15    0.33416E-18
  9409    0.22680E-02    0.58326E-04    0.28453E-12    0.58326E-04    0.54756E-05    0.29812E-15    0.28453E-12    0.29812E-15    0.33396E-18
  9410    0.22668E-02    0.58263E-04    0.28438E-12    0.58263E-04    0.54689E-05    0.29780E-15    0.28438E-12    0.29780E-15    0.33375E-18
  9411    0.22656E-02    0.58201E-04    0.28423E-12    0.58201E-04    0.54623E-05    0.29749E-15    0.28423E-12    0.29749E-15    0.33355E-18
  9412    0.22643E-02    0.58138E-04    0.28409E-12    0.58138E-04    0.54556E-05    0.29718E-15    0.28409E-12    0.29718E-15    0.33335E-18
  9413    0.22631E-02    0.58075E-04    0.28394E-12    0.58075E-04    0.54489E-05    0.29686E-15    0.28394E-12    0.29686E-15    0.33314E-18
  9414    0.22618E-02    0.58012E-04    0.28379E-12    0.58012E-04    0.54422E-05    0.29655E-15    0.28379E-12    0.29655E-15    0.33294E-18
  9415    0.22606E-02    0.57949E-04    0.28365E-12    0.57949E-04    0.54355E-05    0.29623E-15    0.28365E-12    0.29623E-15    0.33274E-18
  9416    0.22594E-02    0.57886E-04    0.28350E-12    0.57886E-04    0.54287E-05    0.29592E-15    0.28350E-12    0.29592E-15    0.33254E-18
  9417    0.22581E-02    0.57823E-04    0.28335E-12    0.57823E-04    0.54220E-05    0.29560E-15    0.28335E-12    0.29560E-15    0.33233E-18
  9418    0.22569E-02    0.57760E-04    0.28321E-12    0.57760E-04    0.54153E-05    0.29529E-15    0.28321E-12    0.29529E-15    0.33213E-18
  9419    0.22556E-02    0.57697E-04    0.28306E-12    0.57697E-04    0.54085E-05    0.29497E-15    0.28306E-12    0.29497E-15    0.33193E-18
  9420    0.22544E-02    0.57633E-04    0.28292E-12    0.57633E-04    0.54017E-05    0.29465E-15    0.28292E-12    0.29465E-15    0.33173E-18
  9421    0.22532E-02    0.57570E-04    0.28277E-12    0.57570E-04    0.53950E-05    0.29434E-15    0.28277E-12    0.29434E-15    0.33153E-18
  9422    0.22519E-02    0.57506E-04    0.28262E-12    0.57506E-04    0.53882E-05    0.29402E-15    0.28262E-12    0.29402E-15    0.33132E-18
  9423    0.22507E-02    0.57443E-04    0.28248E-12    0.57443E-04    0.53814E-05    0.29370E-15    0.28248E-12    0.29370E-15    0.33112E-18
  9424    0.22494E-02    0.57379E-04    0.28233E-12    0.57379E-04    0.53746E-05    0.29338E-15    0.28233E-12    0.29338E-15    0.33092E-18
  9425    0.22482E-02    0.57315E-04    0.28219E-12    0.57315E-04    0.53678E-05    0.29307E-15    0.28219E-12    0.29307E-15    0.33072E-18
  9426    0.22470E-02    0.57251E-04    0.28204E-12    0.57251E-04    0.53610E-05    0.29275E-15    0.28204E-12    0.29275E-15    0.33052E-18
  9427    0.22457E-02    0.57188E-04    0.28189E-12    0.57188E-04    0.53541E-05    0.29243E-15    0.28189E-12    0.29243E-15    0.33032E-18
  9428    0.22445E-02    0.57124E-04    0.28175E-12    0.57124E-04    0.53473E-05    0.29211E-15    0.28175E-12    0.29211E-15    0.33011E-18
  9429    0.22432E-02    0.57059E-04    0.28160E-12    0.57059E-04    0.53404E-05    0.29179E-15    0.28160E-12    0.29179E-15    0.32991E-18
  9430    0.22420E-02    0.56995E-04    0.28146E-12    0.56995E-04    0.53336E-05    0.29147E-15    0.28146E-12    0.29147E-15    0.32971E-18
  9431    0.22407E-02    0.56931E-04    0.28131E-12    0.56931E-04    0.53267E-05    0.29115E-15    0.28131E-12    0.29115E-15    0.32951E-18
  9432    0.22395E-02    0.56867E-04    0.28117E-12    0.56867E-04    0.53198E-05    0.29083E-15    0.28117E-12    0.29083E-15    0.32931E-18
  9433    0.22383E-02    0.56802E-04    0.28102E-12    0.56802E-04    0.53129E-05    0.29051E-15    0.28102E-12    0.29051E-15    0.32911E-18
